fileCMLP_15.datTalpha30.0 52.00 ;52.00 ;52.00 ;52.00 ;52.00 ; AverageL=52.00execution time: 96.86 secondenumber CS=4395.80min: 52.00max: 52.00
fileCMLP_16.datTalpha21.0 169.48 ;168.96 ;169.62 ;169.72 ;167.43 ; AverageL=169.04execution time: 185.25 secondenumber CS=6934.20min: 167.43max: 169.72
fileCMLP_16.datTalpha26.0 132.24 ;132.99 ;133.02 ;134.11 ;131.50 ; AverageL=132.77execution time: 180.43 secondenumber CS=7256.60min: 131.50max: 134.11
fileCMLP_16.datTalpha30.0 84.00 ;84.00 ;84.00 ;84.00 ;84.00 ; AverageL=84.00execution time: 79.84 secondenumber CS=5011.40min: 84.00max: 84.00
fileCMLP_21.datTalpha21.0 229.75 ;233.35 ;230.10 ;231.35 ;232.71 ; AverageL=231.45execution time: 682.29 secondenumber CS=11587.60min: 229.75max: 233.35
fileCMLP_21.datTalpha26.0 179.45 ;177.40 ;178.05 ;177.67 ;178.12 ; AverageL=178.14execution time: 583.97 secondenumber CS=11408.40min: 177.40max: 179.45
fileCMLP_21.datTalpha30.0 99.00 ;99.00 ;99.00 ;99.00 ;99.00 ; AverageL=99.00execution time: 191.13 secondenumber CS=6275.20min: 99.00max: 99.00
fileCMLP_22.datTalpha21.0 221.19 ;221.60 ;219.55 ;219.45 ;221.36 ; AverageL=220.63execution time: 618.22 secondenumber CS=11784.20min: 219.45max: 221.60
fileCMLP_22.datTalpha26.0 170.56 ;171.20 ;171.32 ;167.19 ;170.59 ; AverageL=170.17execution time: 513.81 secondenumber CS=11432.80min: 167.19max: 171.32
fileCMLP_22.datTalpha30.0 94.00 ;94.00 ;94.00 ;94.00 ;94.00 ; AverageL=94.00execution time: 184.18 secondenumber CS=6128.60min: 94.00max: 94.00
fileCMLP_23.datTalpha21.0 244.84 ;248.50 ;249.92 ;248.10 ;249.13 ; AverageL=248.10execution time: 1017.38 secondenumber CS=16660.60min: 244.84max: 249.92
fileCMLP_23.datTalpha26.0 191.34 ;191.40 ;191.72 ;191.95 ;188.40 ; AverageL=190.96execution time: 566.95 secondenumber CS=14508.20min: 188.40max: 191.95
fileCMLP_23.datTalpha30.0 83.00 ;83.00 ;83.00 ;83.00 ;83.00 ; AverageL=83.00execution time: 200.88 secondenumber CS=5982.20min: 83.00max: 83.00
fileCMLP_24.datTalpha21.0 224.82 ;222.13 ;223.73 ;224.34 ;224.07 ; AverageL=223.82execution time: 786.96 secondenumber CS=14092.80min: 222.13max: 224.82
fileCMLP_24.datTalpha26.0 173.78 ;174.05 ;173.06 ;173.22 ;173.92 ; AverageL=173.61execution time: 617.85 secondenumber CS=14270.60min: 173.06max: 174.05
fileCMLP_24.datTalpha30.0 78.00 ;78.00 ;78.00 ;78.00 ;78.00 ; AverageL=78.00execution time: 163.02 secondenumber CS=6339.40min: 78.00max: 78.00
fileCMLP_29.datTalpha21.0 291.00 ;291.00 ;291.00 ;291.00 ;282.35 ; AverageL=289.27execution time: 2279.80 secondenumber CS=19464.20min: 282.35max: 291.00
fileCMLP_29.datTalpha26.0 240.29 ;241.65 ;244.36 ;242.33 ;243.12 ; AverageL=242.35execution time: 1546.17 secondenumber CS=20530.40min: 240.29max: 244.36
fileCMLP_29.datTalpha30.0 137.00 ;137.00 ;137.00 ;137.00 ;137.00 ; AverageL=137.00execution time: 481.61 secondenumber CS=11002.40min: 137.00max: 137.00
fileCMLP_30.datTalpha21.0 183.00 ;183.00 ;183.00 ;183.00 ;183.00 ; AverageL=183.00execution time: 1766.05 secondenumber CS=11880.60min: 183.00max: 183.00
fileCMLP_30.datTalpha26.0 183.00 ;183.00 ;183.00 ;183.00 ;183.00 ; AverageL=183.00execution time: 856.04 secondenumber CS=13841.60min: 183.00max: 183.00
fileCMLP_30.datTalpha30.0 109.00 ;109.00 ;109.00 ;109.00 ;109.00 ; AverageL=109.00execution time: 508.57 secondenumber CS=9740.20min: 109.00max: 109.00
fileCMLP_31.datTalpha21.0 327.89 ;332.24 ;332.22 ;331.62 ;330.79 ; AverageL=330.95execution time: 2633.32 secondenumber CS=21164.60min: 327.89max: 332.24
fileCMLP_31.datTalpha26.0 255.88 ;256.04 ;257.94 ;256.68 ;255.56 ; AverageL=256.42execution time: 1532.67 secondenumber CS=20122.40min: 255.56max: 257.94
fileCMLP_31.datTalpha30.0 134.00 ;134.00 ;134.00 ;134.00 ;134.00 ; AverageL=134.00execution time: 495.05 secondenumber CS=10230.40min: 134.00max: 134.00
fileCMLP_32.datTalpha21.0 300.00 ;298.62 ;300.00 ;300.00 ;300.00 ; AverageL=299.72execution time: 2034.30 secondenumber CS=18738.40min: 298.62max: 300.00
fileCMLP_32.datTalpha26.0 229.50 ;226.15 ;227.25 ;229.45 ;226.32 ; AverageL=227.74execution time: 1315.10 secondenumber CS=17835.60min: 226.15max: 229.50
fileCMLP_32.datTalpha30.0 107.00 ;107.00 ;107.00 ;107.00 ;107.00 ; AverageL=107.00execution time: 466.13 secondenumber CS=8378.20min: 107.00max: 107.00
fileCMLP_37.datTalpha21.0 369.00 ;369.00 ;369.00 ;369.00 ;369.00 ; AverageL=369.00execution time: 2992.46 secondenumber CS=20846.60min: 369.00max: 369.00
fileCMLP_37.datTalpha26.0 306.37 ;302.92 ;303.88 ;303.91 ;304.73 ; AverageL=304.36execution time: 2604.93 secondenumber CS=22661.60min: 302.92max: 306.37
fileCMLP_37.datTalpha30.0 153.00 ;153.00 ;153.00 ;153.00 ;153.00 ; AverageL=153.00execution time: 868.25 secondenumber CS=11323.40min: 153.00max: 153.00
fileCMLP_38.datTalpha21.0 378.00 ;378.00 ;378.00 ;378.00 ;378.00 ; AverageL=378.00execution time: 1983.87 secondenumber CS=22499.80min: 378.00max: 378.00
fileCMLP_38.datTalpha26.0 306.61 ;305.22 ;305.11 ;303.91 ;305.41 ; AverageL=305.26execution time: 2502.93 secondenumber CS=24262.80min: 303.91max: 306.61
fileCMLP_38.datTalpha30.0 203.00 ;203.00 ;203.00 ;203.00 ;203.00 ; AverageL=203.00execution time: 1423.84 secondenumber CS=17029.80min: 203.00max: 203.00
fileCMLP_39.datTalpha21.0 398.27 ;404.67 ;408.23 ;407.91 ;408.94 ; AverageL=405.60execution time: 3478.63 secondenumber CS=24752.00min: 398.27max: 408.94
fileCMLP_39.datTalpha26.0 316.62 ;321.23 ;319.40 ;318.23 ;318.86 ; AverageL=318.87execution time: 2119.37 secondenumber CS=23522.60min: 316.62max: 321.23
fileCMLP_39.datTalpha30.0 216.00 ;216.00 ;216.00 ;216.00 ;216.00 ; AverageL=216.00execution time: 1083.10 secondenumber CS=17528.20min: 216.00max: 216.00
fileCMLP_40.datTalpha21.0 382.36 ;387.64 ;384.50 ;381.36 ;384.35 ; AverageL=384.04execution time: 2249.18 secondenumber CS=21905.40min: 381.36max: 387.64
fileCMLP_40.datTalpha26.0 293.18 ;294.15 ;297.37 ;295.90 ;296.26 ; AverageL=295.37execution time: 1708.56 secondenumber CS=19990.20min: 293.18max: 297.37
fileCMLP_40.datTalpha30.0 207.00 ;207.00 ;207.00 ;207.00 ;207.00 ; AverageL=207.00execution time: 868.29 secondenumber CS=14913.40min: 207.00max: 207.00


