107.00 107.00 107.00 107.00 107.00 107.00 107.00 107.00 107.00 107.00 107.00 107.00 107.00 107.00 107.00 107.00 107.00 107.00 107.00 107.00 107.00 107.00 107.00 107.00 107.00 107.00 107.00 107.00 107.00 107.00 107.00
295.09 173.50 261.75 220.61 294.01 223.68 187.52 310.84 252.38 230.90 286.33 209.76 338.55 272.53 293.57 261.29 271.48 263.19 307.50 189.58 338.58 152.38 192.94 295.89 211.68 271.64 333.12 232.32 290.57 309.02 369.00
328.24 199.13 322.86 265.36 318.27 240.69 185.09 325.70 288.86 274.18 325.12 238.18 329.55 308.80 321.44 301.25 316.85 286.26 323.73 226.64 329.55 153.00 229.58 326.42 244.52 319.25 323.24 283.28 303.77 329.55 329.55
153.00 153.00 153.00 153.00 153.00 153.00 153.00 153.00 153.00 153.00 153.00 153.00 153.00 153.00 153.00 153.00 153.00 153.00 153.00 153.00 153.00 153.00 153.00 153.00 153.00 153.00 153.00 153.00 153.00 153.00 153.00
205.90 238.27 215.08 193.23 266.71 288.31 248.74 228.21 274.63 314.03 371.12 234.18 197.82 288.56 240.85 178.75 314.90 348.55 263.75 226.73 265.82 245.43 340.09 270.13 246.78 271.51 306.72 275.69 294.48 298.40 378.00
211.57 254.36 229.88 203.00 300.04 277.54 276.71 250.48 303.93 291.97 316.28 269.24 206.97 299.43 278.64 200.18 311.03 316.31 290.56 260.40 273.16 255.28 315.50 297.72 258.24 291.19 294.38 285.83 305.59 301.08 316.31
203.00 203.00 203.00 203.00 203.00 203.00 203.00 203.00 203.00 203.00 203.00 203.00 203.00 203.00 203.00 203.00 203.00 203.00 203.00 203.00 203.00 203.00 203.00 203.00 203.00 203.00 203.00 203.00 203.00 203.00 203.00
346.07 388.22 252.90 334.75 338.69 239.00 323.82 261.03 206.89 323.46 311.24 341.37 306.31 299.49 351.26 362.35 341.96 292.42 277.44 238.61 318.57 215.36 361.73 332.07 283.95 291.82 366.13 365.23 273.73 272.98 438.75
336.05 345.06 261.40 300.80 330.05 239.00 320.55 269.25 212.25 321.01 308.07 321.24 312.62 299.78 338.71 339.92 316.00 275.93 278.80 232.79 313.83 212.33 343.80 321.20 312.77 293.85 333.43 345.16 269.09 277.14 345.35
216.00 216.00 216.00 216.00 216.00 216.00 216.00 216.00 216.00 216.00 216.00 216.00 216.00 216.00 216.00 216.00 216.00 216.00 216.00 216.00 216.00 216.00 216.00 216.00 216.00 216.00 216.00 216.00 216.00 216.00 216.00
191.33 280.66 275.28 334.28 244.39 244.10 383.04 251.25 201.92 247.51 242.97 223.44 387.53 315.71 319.65 252.60 320.84 251.95 233.32 192.43 320.94 248.52 366.99 358.81 391.47 316.77 263.28 335.31 321.40 265.94 408.57
198.61 295.64 290.23 318.01 252.83 254.82 324.08 260.88 206.68 264.74 248.75 243.38 324.08 308.55 315.80 260.32 318.65 254.63 253.78 195.91 311.98 276.64 321.84 323.35 322.74 297.79 264.28 322.45 319.10 275.40 324.08
207.00 207.00 207.00 207.00 207.00 207.00 207.00 207.00 207.00 207.00 207.00 207.00 207.00 207.00 207.00 207.00 207.00 207.00 207.00 207.00 207.00 207.00 207.00 207.00 207.00 207.00 207.00 207.00 207.00 207.00 207.00
